date,fund,price
2026-03-16,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.72
2026-03-16,Zwitserleven PPI Vanguard Small Cap Fund,53.24
2026-03-16,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,48.89
2026-03-16,Zwitserleven PW Collectief Garantiefonds,19.8
2026-03-16,Zwitserleven PW Doorlopend Garantiefonds,13.27
2026-03-16,Zwitserleven PW Europees Beheer Fonds 3%,182.25
2026-03-16,Zwitserleven PW Europees Beheer Fonds 4%,184.13
2026-03-16,Zwitserleven PW Garandement,15.73
2026-03-16,Zwitserleven PW Garantie Plusfonds,17.88
2026-03-16,Zwitserleven PW Garantiefonds,13.15
2026-03-16,Zwitserleven PW Safetyfonds,109.42
2026-03-16,Zwitserleven PW Vastrentendfonds,19.32
2026-03-16,Zwitserleven PW Vastrentendfonds Nederland 3%,19.78
2026-03-16,Zwitserleven PW Vastrentendfonds Nederland 4%,19.78
2026-03-16,Zwitserleven PW Verzekerd Rendementfonds,14.75
2026-03-16,Zwitserleven Mixfonds,57.72
2026-03-16,ASN Duurzaam Aandelenfonds,192.5
2026-03-16,Zwitserleven Wereld Aandelenfonds,85.07
2026-03-16,Zwitserleven VP Wereld Aandelen,13.26
2026-03-17,Zwitserleven Credits Hypotheken Mixfonds,11.34
2026-03-17,Zwitserleven Duurzaam Wereld Aandelenfonds,36.71
2026-03-17,Zwitserleven Europees Aandelenfonds,36.86
2026-03-17,Zwitser­leven Geldmarkt­fonds,25.24
2026-03-17,Zwitserleven Government Bonds 10+ Fonds,8.11
2026-03-17,Zwitserleven Index Aandelenfonds Europa,42.44
2026-03-17,Zwitserleven Index Aandelenfonds Noord-Amerika,48.97
2026-03-17,Zwitserleven Index Aandelenfonds Opkomende Landen,33.65
2026-03-17,ASN Duurzaam Aandelenfonds,192.96
2026-03-17,Zwitserleven Index Wereld Aandelenfonds,87.9
2026-03-17,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-03-17,Zwitserleven Lifestyle Garantie,168.88
2026-03-17,Zwitserleven Long Duration Fonds,26.42
2026-03-17,Zwitserleven MaatschappijGarantie (2%),41.66
2026-03-17,Zwitserleven MaatschappijGarantie (3%),46.44
2026-03-17,Zwitserleven MaatschappijGarantie plus,53.54
2026-03-17,Zwitserleven Medium Duration Fonds,27.97
2026-03-17,Zwitserleven Credits Fonds,11.39
2026-03-17,Zwitserleven Index Aandelenfonds Pacific,37.91
2026-03-17,Zwitserleven Amerika Aandelenfonds,97.93
2026-03-17,Wereld Beheer Mixfonds,38.41
2026-03-17,Zwitserleven VP Wereld Aandelen,13.34
2026-03-17,Etappe Euro Aandelen­fonds,59.69
2026-03-17,Etappe Euro Obligatie­fonds,25.63
2026-03-17,Etappe Staatsobligaties 10+ Fonds,21.39
2026-03-17,Euro Aandelen­fonds,58.6
2026-03-17,Euro Mixfonds,38.45
2026-03-17,Euro Obligatiefonds,24.43
2026-03-17,Optimaal Euro Obligatiefonds,24.63
2026-03-17,Optimaal Staatsobligaties 10+ Fonds,21.56
2026-03-17,Optimaal Vastgoedfonds,34.82
2026-03-17,Optimaal Wereld Aandelenfonds,71.57
2026-03-17,Optimaalfonds Oranje,37.27
2026-03-17,PP Euro Aandelenfonds,62.76
2026-03-17,PP Euro Mixfonds,41.44
2026-03-17,PP Euro Obligatiefonds,25.51
2026-03-17,PP Optimaal Euro Mixfonds,40.58
2026-03-17,PP Wereld Aandelenfonds,75.43
2026-03-17,Zwitserleven Mixfonds,57.79
2026-03-17,ASN Duurzaam Obligatiefonds,25.38
2026-03-17,Zwitserleven Obligatiefonds,17.39
2026-03-17,Zwitserleven PPI iShares Government Bond index Fund,49.61
2026-03-17,Zwitserleven RZL Azië Aandelenfonds,47.54
2026-03-17,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.96
2026-03-17,Zwitserleven RZL Euro Mixfonds,43.58
2026-03-17,Zwitserleven RZL Euro Obligatiefonds,26.42
2026-03-17,Zwitserleven RZL Europa Aandelenfonds,55.94
2026-03-17,Zwitserleven RZL Vastgoedfonds,46.03
2026-03-17,Zwitserleven RZL Wereld Aandelenfonds,60.43
2026-03-17,Zwitserleven Selectie Fonds,40.25
2026-03-17,Zwitserleven Ultra Long Duration Fonds,22.94
2026-03-17,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.45
2026-03-17,Zwitserleven Vanguard Small Cap Fund,26.6
2026-03-17,Zwitser­leven Vanguard US 500 Stock Index Fund,24.69
2026-03-17,Zwitserleven Vastgoedfonds,25.29
2026-03-17,Zwitserleven VP Credits Hypothekenmix,9.96
2026-03-17,Zwitserleven VP Obligatie,8.78
2026-03-17,Zwitserleven VP Selectie,10.26
2026-03-17,Zwitserleven Wereld Aandelenfonds,85.47
2026-03-17,Zwitserleven RZL Amerika Aandelenfonds,89.34
2026-03-17,Zwitser­leven PPI Geldmarkt­fonds,50.48
2026-03-17,Zwitserleven RendementsGarantie 2%,26.29
2026-03-17,Zwitserleven PW Garantie Plusfonds,17.92
2026-03-17,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.96
2026-03-17,Zwitserleven PPI Vanguard Small Cap Fund,53.36
2026-03-17,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,49.39
2026-03-17,Zwitserleven PW Collectief Garantiefonds,19.84
2026-03-17,Zwitserleven PW Doorlopend Garantiefonds,13.29
2026-03-17,Zwitserleven PW Europees Beheer Fonds 3%,182.73
2026-03-17,Zwitserleven PW Europees Beheer Fonds 4%,184.61
2026-03-17,Zwitserleven PW Garandement,15.75
2026-03-17,ASN Milieu & Waterfonds,50.77
2026-03-17,Zwitserleven PW Garantiefonds,13.17
2026-03-17,Zwitserleven PW Safetyfonds,109.68
2026-03-17,Zwitserleven PW Vastrentendfonds,19.35
2026-03-17,Zwitserleven PW Vastrentendfonds Nederland 3%,19.82
2026-03-17,Zwitserleven PW Vastrentendfonds Nederland 4%,19.82
2026-03-17,Zwitserleven PW Verzekerd Rendementfonds,14.78
2026-03-17,Zwitserleven PW Wereldbeheerfonds 3%,137.07
2026-03-17,Zwitserleven PW Wereldbeheerfonds 4%,138.3
2026-03-17,Zwitserleven RendementsGarantie 1%,23.15
2026-03-18,Zwitserleven RendementsGarantie 1%,23.15
2026-03-18,Zwitserleven RZL Azië Aandelenfonds,47.72
2026-03-18,Optimaalfonds Oranje,37.36
2026-03-18,Zwitserleven Index Aandelenfonds Pacific,38.58
2026-03-18,Zwitser­leven PPI Geldmarkt­fonds,50.49
2026-03-18,Zwitserleven VP Wereld Aandelen,13.38
2026-03-18,Zwitserleven VP Selectie,10.29
2026-03-18,Zwitserleven VP Credits Hypothekenmix,9.98
2026-03-18,Zwitserleven RZL Wereld Aandelenfonds,60.63
2026-03-18,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.97
2026-03-18,Zwitserleven Index Aandelenfonds Opkomende Landen,33.93
2026-03-18,Zwitserleven Index Aandelenfonds Europa,42.84
2026-03-18,Zwitserleven MaatschappijGarantie (2%),41.66
2026-03-18,Zwitserleven Medium Duration Fonds,28.03
2026-03-18,Zwitserleven PW Garandement,15.77
2026-03-18,Zwitserleven PW Europees Beheer Fonds 4%,185.37
2026-03-18,Zwitserleven RZL Europa Aandelenfonds,56.32
2026-03-18,Zwitserleven Index Wereld Aandelenfonds,88.28
2026-03-18,Zwitserleven RZL Vastgoedfonds,46.2
2026-03-18,Euro Mixfonds,38.6
2026-03-18,Zwitserleven Credits Hypotheken Mixfonds,11.37
2026-03-18,Zwitserleven Government Bonds 10+ Fonds,8.15
2026-03-18,Etappe Staatsobligaties 10+ Fonds,21.48
2026-03-18,Zwitserleven MaatschappijGarantie plus,53.55
2026-03-18,Euro Aandelen­fonds,58.99
2026-03-18,Zwitserleven Amerika Aandelenfonds,97.92
2026-03-18,Zwitserleven Vastgoedfonds,25.42
2026-03-18,Zwitserleven RZL Euro Obligatiefonds,26.46
2026-03-18,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,49.51
2026-03-18,Zwitserleven Obligatiefonds,17.42
2026-03-18,Zwitserleven Vanguard Small Cap Fund,26.73
2026-03-18,Zwitserleven PW Collectief Garantiefonds,19.89
2026-03-18,Zwitserleven Europees Aandelenfonds,37.2
2026-03-18,Zwitserleven RZL Euro Mixfonds,43.76
2026-03-18,PP Optimaal Euro Mixfonds,40.74
2026-03-18,Zwitserleven PW Europees Beheer Fonds 3%,183.48
2026-03-18,PP Wereld Aandelenfonds,75.68
2026-03-18,Zwitserleven Credits Fonds,11.4
2026-03-18,Zwitserleven Duurzaam Wereld Aandelenfonds,36.9
2026-03-18,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.45
2026-03-18,Zwitserleven Selectie Fonds,40.43
2026-03-18,Zwitserleven MaatschappijGarantie (3%),46.44
2026-03-18,Zwitserleven PW Wereldbeheerfonds 3%,137.38
2026-03-18,Zwitserleven PW Verzekerd Rendementfonds,14.82
2026-03-18,Zwitserleven Ultra Long Duration Fonds,23.04
2026-03-18,Zwitser­leven Geldmarkt­fonds,25.25
2026-03-18,Wereld Beheer Mixfonds,38.5
2026-03-18,Optimaal Wereld Aandelenfonds,71.8
2026-03-18,ASN Milieu & Waterfonds,51.1
2026-03-18,Euro Obligatiefonds,24.46
2026-03-18,Zwitserleven Wereld Aandelenfonds,85.8
2026-03-18,ASN Duurzaam Obligatiefonds,25.41
2026-03-18,PP Euro Mixfonds,41.61
2026-03-18,Zwitserleven PW Garantie Plusfonds,17.97
2026-03-18,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.95
2026-03-18,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-03-18,Zwitserleven RendementsGarantie 2%,26.29
2026-03-18,Zwitserleven PW Garantiefonds,13.2
2026-03-18,Optimaal Vastgoedfonds,34.95
2026-03-18,Zwitserleven PW Vastrentendfonds Nederland 3%,19.84
2026-03-18,Etappe Euro Aandelen­fonds,60.09
2026-03-18,Zwitserleven VP Obligatie,8.8
2026-03-18,Zwitserleven PW Doorlopend Garantiefonds,13.31
2026-03-18,Zwitser­leven Vanguard US 500 Stock Index Fund,24.75
2026-03-18,Zwitserleven PPI iShares Government Bond index Fund,49.78
2026-03-18,Zwitserleven Long Duration Fonds,26.57
2026-03-18,Etappe Euro Obligatie­fonds,25.67
2026-03-18,Zwitserleven Mixfonds,58.11
2026-03-18,Optimaal Staatsobligaties 10+ Fonds,21.64
2026-03-18,Zwitserleven PW Vastrentendfonds Nederland 4%,19.84
2026-03-18,PP Euro Aandelenfonds,63.18
2026-03-18,Zwitserleven Index Aandelenfonds Noord-Amerika,49.0
2026-03-18,ASN Duurzaam Aandelenfonds,194.32
2026-03-18,Zwitserleven PW Vastrentendfonds,19.38
2026-03-18,PP Euro Obligatiefonds,25.54
2026-03-18,Zwitserleven PPI Vanguard Small Cap Fund,53.62
2026-03-18,Optimaal Euro Obligatiefonds,24.66
2026-03-18,Zwitserleven RZL Amerika Aandelenfonds,89.26
2026-03-18,Zwitserleven PW Safetyfonds,110.04
2026-03-18,Zwitserleven Lifestyle Garantie,168.9
2026-03-18,Zwitserleven PW Wereldbeheerfonds 4%,138.61
2026-03-19,Zwitserleven Vanguard Small Cap Fund,26.6
2026-03-19,Zwitserleven PPI iShares Government Bond index Fund,49.9
2026-03-19,Zwitserleven RZL Vastgoedfonds,45.9
2026-03-19,Zwitserleven RendementsGarantie 2%,26.29
2026-03-19,Zwitserleven RZL Europa Aandelenfonds,55.88
2026-03-19,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.92
2026-03-19,Zwitserleven Selectie Fonds,40.13
2026-03-19,Zwitserleven PW Vastrentendfonds Nederland 3%,19.81
2026-03-19,Zwitserleven RZL Euro Obligatiefonds,26.41
2026-03-19,Zwitserleven PW Collectief Garantiefonds,19.83
2026-03-19,Zwitserleven PW Europees Beheer Fonds 3%,182.6
2026-03-19,Zwitserleven Index Aandelenfonds Opkomende Landen,34.63
2026-03-19,Zwitserleven RZL Azië Aandelenfonds,48.46
2026-03-19,Zwitserleven PPI Vanguard Small Cap Fund,53.35
2026-03-19,Zwitserleven PW Garandement,15.75
2026-03-19,Optimaalfonds Oranje,37.22
2026-03-19,PP Optimaal Euro Mixfonds,40.55
2026-03-19,Zwitserleven Duurzaam Wereld Aandelenfonds,36.6
2026-03-19,Zwitserleven Obligatiefonds,17.39
2026-03-19,Zwitserleven Ultra Long Duration Fonds,23.32
2026-03-19,Zwitserleven PW Europees Beheer Fonds 4%,184.48
2026-03-19,PP Wereld Aandelenfonds,75.21
2026-03-19,Zwitserleven Vastgoedfonds,25.06
2026-03-19,Zwitserleven PW Verzekerd Rendementfonds,14.76
2026-03-19,Zwitserleven Wereld Aandelenfonds,85.21
2026-03-19,Optimaal Wereld Aandelenfonds,71.36
2026-03-19,Zwitserleven VP Credits Hypothekenmix,9.97
2026-03-19,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,48.82
2026-03-19,Zwitserleven PW Vastrentendfonds Nederland 4%,19.81
2026-03-19,Euro Mixfonds,38.42
2026-03-19,Zwitserleven Mixfonds,57.84
2026-03-19,Zwitserleven RZL Amerika Aandelenfonds,87.96
2026-03-19,Zwitserleven PW Safetyfonds,109.61
2026-03-19,Zwitserleven PW Vastrentendfonds,19.34
2026-03-19,Wereld Beheer Mixfonds,38.35
2026-03-19,Zwitser­leven PPI Geldmarkt­fonds,50.49
2026-03-19,Zwitserleven MaatschappijGarantie plus,53.55
2026-03-19,Zwitserleven PW Wereldbeheerfonds 3%,136.85
2026-03-19,Zwitserleven PW Garantiefonds,13.16
2026-03-19,Zwitserleven PW Doorlopend Garantiefonds,13.29
2026-03-19,Zwitserleven PW Wereldbeheerfonds 4%,138.08
2026-03-19,Zwitserleven RendementsGarantie 1%,23.15
2026-03-19,Zwitserleven RZL Euro Mixfonds,43.55
2026-03-19,Zwitserleven MaatschappijGarantie (3%),46.45
2026-03-19,Zwitserleven MaatschappijGarantie (2%),41.66
2026-03-19,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-03-19,Zwitserleven Index Aandelenfonds Pacific,37.67
2026-03-19,Zwitserleven Index Wereld Aandelenfonds,87.97
2026-03-19,Zwitserleven PW Garantie Plusfonds,17.91
2026-03-19,Etappe Staatsobligaties 10+ Fonds,21.43
2026-03-19,Etappe Euro Aandelen­fonds,59.62
2026-03-19,Zwitserleven Credits Hypotheken Mixfonds,11.36
2026-03-19,Zwitser­leven Geldmarkt­fonds,25.25
2026-03-19,Optimaal Vastgoedfonds,34.72
2026-03-19,Zwitserleven VP Obligatie,8.78
2026-03-19,Etappe Euro Obligatie­fonds,25.62
2026-03-19,Zwitserleven VP Wereld Aandelen,13.28
2026-03-19,Euro Aandelen­fonds,58.54
2026-03-19,ASN Duurzaam Aandelenfonds,193.31
2026-03-19,Zwitserleven Government Bonds 10+ Fonds,8.13
2026-03-19,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.43
2026-03-19,Zwitserleven Credits Fonds,11.39
2026-03-19,Zwitserleven Europees Aandelenfonds,36.92
2026-03-19,Zwitserleven Medium Duration Fonds,27.97
2026-03-19,Optimaal Euro Obligatiefonds,24.62
2026-03-19,Zwitser­leven Vanguard US 500 Stock Index Fund,24.41
2026-03-19,Optimaal Staatsobligaties 10+ Fonds,21.59
2026-03-19,Euro Obligatiefonds,24.42
2026-03-19,Zwitserleven VP Selectie,10.24
2026-03-19,PP Euro Obligatiefonds,25.5
2026-03-19,Zwitserleven Index Aandelenfonds Europa,42.48
2026-03-19,Zwitserleven Index Aandelenfonds Noord-Amerika,48.36
2026-03-19,Zwitserleven Long Duration Fonds,26.62
2026-03-19,Zwitserleven Lifestyle Garantie,168.91
2026-03-19,PP Euro Aandelenfonds,62.69
2026-03-19,ASN Milieu & Waterfonds,50.75
2026-03-19,Zwitserleven Amerika Aandelenfonds,96.49
2026-03-19,ASN Duurzaam Obligatiefonds,25.36
2026-03-19,Zwitserleven RZL Wereld Aandelenfonds,60.26
2026-03-19,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.95
2026-03-19,PP Euro Mixfonds,41.41
2026-03-20,Zwitserleven RZL Azië Aandelenfonds,47.46
2026-03-20,Zwitser­leven PPI Geldmarkt­fonds,50.49
2026-03-20,Zwitserleven RZL Europa Aandelenfonds,54.47
2026-03-20,Zwitserleven Ultra Long Duration Fonds,23.65
2026-03-20,Etappe Euro Obligatie­fonds,25.56
2026-03-20,Zwitserleven Government Bonds 10+ Fonds,8.12
2026-03-20,Zwitserleven VP Obligatie,8.77
2026-03-20,ASN Duurzaam Obligatiefonds,25.31
2026-03-20,PP Optimaal Euro Mixfonds,39.98
2026-03-20,Zwitserleven PW Vastrentendfonds Nederland 4%,19.76
2026-03-20,Zwitserleven Europees Aandelenfonds,35.99
2026-03-20,Zwitserleven VP Wereld Aandelen,13.16
2026-03-20,Zwitserleven PW Vastrentendfonds,19.29
2026-03-20,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.91
2026-03-20,Zwitserleven PW Garantiefonds,13.06
2026-03-20,Zwitser­leven Geldmarkt­fonds,25.25
2026-03-20,Optimaal Vastgoedfonds,34.29
2026-03-20,Zwitserleven RZL Vastgoedfonds,45.34
2026-03-20,Zwitserleven RZL Euro Obligatiefonds,26.35
2026-03-20,Zwitserleven Long Duration Fonds,26.74
2026-03-20,PP Euro Aandelenfonds,61.11
2026-03-20,Zwitserleven Duurzaam Wereld Aandelenfonds,36.28
2026-03-20,Wereld Beheer Mixfonds,38.02
2026-03-20,Zwitserleven Credits Hypotheken Mixfonds,11.33
2026-03-20,Zwitserleven RendementsGarantie 2%,26.29
2026-03-20,Euro Aandelen­fonds,57.05
2026-03-20,Zwitserleven MaatschappijGarantie (3%),46.45
2026-03-20,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.93
2026-03-20,PP Euro Obligatiefonds,25.43
2026-03-20,Zwitserleven PW Vastrentendfonds Nederland 3%,19.76
2026-03-20,Zwitserleven Vastgoedfonds,24.84
2026-03-20,Optimaalfonds Oranje,36.9
2026-03-20,Optimaal Staatsobligaties 10+ Fonds,21.57
2026-03-20,Zwitserleven RZL Euro Mixfonds,42.94
2026-03-20,Etappe Staatsobligaties 10+ Fonds,21.4
2026-03-20,Zwitserleven Index Aandelenfonds Europa,41.47
2026-03-20,Zwitserleven Selectie Fonds,39.94
2026-03-20,Zwitserleven RZL Wereld Aandelenfonds,59.28
2026-03-20,Zwitserleven Kortlopend Obligatiefonds,6.05
2026-03-20,Zwitserleven PW Europees Beheer Fonds 4%,181.91
2026-03-20,Zwitserleven Credits Fonds,11.36
2026-03-20,ASN Duurzaam Aandelenfonds,190.74
2026-03-20,Zwitserleven PW Safetyfonds,108.48
2026-03-20,Zwitserleven Mixfonds,57.03
2026-03-20,Zwitserleven PW Europees Beheer Fonds 3%,180.06
2026-03-20,Zwitserleven PW Garantie Plusfonds,17.76
2026-03-20,Zwitserleven PW Verzekerd Rendementfonds,14.61
2026-03-20,Zwitserleven Medium Duration Fonds,27.93
2026-03-20,Euro Obligatiefonds,24.35
2026-03-20,Zwitserleven PW Wereldbeheerfonds 4%,136.89
2026-03-20,Zwitserleven PPI iShares Government Bond index Fund,49.77
2026-03-20,Zwitserleven VP Credits Hypothekenmix,9.95
2026-03-20,Zwitserleven PPI Vanguard Small Cap Fund,52.89
2026-03-20,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.44
2026-03-20,Zwitserleven Obligatiefonds,17.35
2026-03-20,Zwitser­leven Vanguard US 500 Stock Index Fund,24.33
2026-03-20,Zwitserleven RZL Amerika Aandelenfonds,87.9
2026-03-20,Optimaal Euro Obligatiefonds,24.55
2026-03-20,Zwitserleven PW Doorlopend Garantiefonds,13.25
2026-03-20,Zwitserleven Lifestyle Garantie,168.92
2026-03-20,Etappe Euro Aandelen­fonds,58.12
2026-03-20,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,48.68
2026-03-20,Euro Mixfonds,37.88
2026-03-20,Zwitserleven Index Aandelenfonds Pacific,37.54
2026-03-20,Zwitserleven Index Wereld Aandelenfonds,86.55
2026-03-20,Zwitserleven MaatschappijGarantie plus,53.56
2026-03-20,Zwitserleven PW Garandement,15.71
2026-03-20,Zwitserleven MaatschappijGarantie (2%),41.66
2026-03-20,Zwitserleven Index Aandelenfonds Opkomende Landen,33.72
2026-03-20,Zwitserleven RendementsGarantie 1%,23.15
2026-03-20,Zwitserleven Amerika Aandelenfonds,96.42
2026-03-20,PP Wereld Aandelenfonds,74.0
2026-03-20,ASN Milieu & Waterfonds,50.0
2026-03-20,PP Euro Mixfonds,40.83
2026-03-20,Zwitserleven Index Aandelenfonds Noord-Amerika,48.23
2026-03-20,Optimaal Wereld Aandelenfonds,70.2
2026-03-20,Zwitserleven PW Collectief Garantiefonds,19.69
2026-03-20,Zwitserleven Vanguard Small Cap Fund,26.37
2026-03-20,Zwitserleven PW Wereldbeheerfonds 3%,135.67
2026-03-20,Zwitserleven VP Selectie,10.18
2026-03-20,Zwitserleven Wereld Aandelenfonds,84.4
2026-03-23,Zwitserleven Vanguard Small Cap Fund,25.85
2026-03-23,Zwitserleven Duurzaam Wereld Aandelenfonds,35.61
2026-03-23,Zwitserleven Index Aandelenfonds Europa,40.74
2026-03-23,Zwitserleven VP Wereld Aandelen,12.94
2026-03-23,Zwitserleven PW Garantie Plusfonds,17.63
2026-03-23,Zwitserleven RendementsGarantie 2%,26.29
2026-03-23,Zwitserleven Ultra Long Duration Fonds,23.34
2026-03-23,Zwitserleven VP Selectie,10.04
2026-03-23,Zwitserleven VP Obligatie,8.73
2026-03-23,Zwitserleven PPI iShares Government Bond index Fund,49.67
2026-03-23,Zwitserleven VP Credits Hypothekenmix,9.92
2026-03-23,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.56
2026-03-23,Zwitserleven RZL Amerika Aandelenfonds,86.51
2026-03-23,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.25
2026-03-23,Zwitserleven Selectie Fonds,39.25
2026-03-23,Zwitserleven RZL Wereld Aandelenfonds,58.4
2026-03-23,Zwitserleven RZL Vastgoedfonds,44.12
2026-03-23,Zwitserleven RZL Europa Aandelenfonds,53.46
2026-03-23,Zwitserleven Vastgoedfonds,23.97
2026-03-23,Zwitserleven PW Garantiefonds,12.97
2026-03-23,Zwitserleven PW Vastrentendfonds Nederland 3%,19.68
2026-03-23,Zwitserleven PW Doorlopend Garantiefonds,13.2
2026-03-23,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.88
2026-03-23,Etappe Euro Aandelen­fonds,57.04
2026-03-23,Zwitserleven RendementsGarantie 1%,23.15
2026-03-23,Zwitser­leven Vanguard US 500 Stock Index Fund,23.95
2026-03-23,Zwitserleven Credits Hypotheken Mixfonds,11.3
2026-03-23,ASN Duurzaam Aandelenfonds,188.3
2026-03-23,Zwitserleven Obligatiefonds,17.28
2026-03-23,ASN Duurzaam Obligatiefonds,25.21
2026-03-23,Zwitserleven PW Verzekerd Rendementfonds,14.49
2026-03-23,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,47.92
2026-03-23,Zwitserleven PW Vastrentendfonds Nederland 4%,19.68
2026-03-23,Zwitserleven PW Safetyfonds,107.52
2026-03-23,Zwitserleven RZL Azië Aandelenfonds,47.04
2026-03-23,Zwitserleven PPI Vanguard Small Cap Fund,51.84
2026-03-23,Zwitserleven PW Garandement,15.65
2026-03-23,Zwitserleven PW Europees Beheer Fonds 4%,179.89
2026-03-23,Zwitserleven PW Europees Beheer Fonds 3%,178.06
2026-03-23,Zwitserleven RZL Euro Obligatiefonds,26.24
2026-03-23,Zwitserleven PW Collectief Garantiefonds,19.55
2026-03-23,Optimaal Staatsobligaties 10+ Fonds,21.39
2026-03-23,ASN Milieu & Waterfonds,49.36
2026-03-23,Optimaal Vastgoedfonds,33.37
2026-03-23,Zwitser­leven PPI Geldmarkt­fonds,50.49
2026-03-23,Zwitserleven Index Aandelenfonds Opkomende Landen,33.37
2026-03-23,Zwitserleven PW Wereldbeheerfonds 3%,134.39
2026-03-23,Zwitserleven MaatschappijGarantie plus,53.56
2026-03-23,Zwitserleven MaatschappijGarantie (2%),41.67
2026-03-23,Zwitserleven Long Duration Fonds,26.42
2026-03-23,Zwitserleven Index Aandelenfonds Pacific,36.27
2026-03-23,Zwitserleven Lifestyle Garantie,168.94
2026-03-23,PP Wereld Aandelenfonds,72.9
2026-03-23,Zwitserleven Index Wereld Aandelenfonds,85.19
2026-03-23,Zwitserleven Index Aandelenfonds Noord-Amerika,47.34
2026-03-23,Optimaal Wereld Aandelenfonds,69.16
2026-03-23,Zwitserleven Government Bonds 10+ Fonds,8.05
2026-03-23,Zwitser­leven Geldmarkt­fonds,25.25
2026-03-23,Zwitserleven Europees Aandelenfonds,35.32
2026-03-23,Zwitserleven Credits Fonds,11.32
2026-03-23,Zwitserleven PW Wereldbeheerfonds 4%,135.59
2026-03-23,Zwitserleven RZL Euro Mixfonds,42.46
2026-03-23,PP Euro Obligatiefonds,25.33
2026-03-23,Zwitserleven Medium Duration Fonds,27.81
2026-03-23,Zwitserleven MaatschappijGarantie (3%),46.45
2026-03-23,Wereld Beheer Mixfonds,37.66
2026-03-23,Zwitserleven PW Vastrentendfonds,19.22
2026-03-23,Zwitserleven Amerika Aandelenfonds,94.9
2026-03-23,PP Optimaal Euro Mixfonds,39.54
2026-03-23,PP Euro Mixfonds,40.38
2026-03-23,PP Euro Aandelenfonds,59.99
2026-03-23,Optimaal Euro Obligatiefonds,24.46
2026-03-23,Optimaalfonds Oranje,36.55
2026-03-23,Zwitserleven Mixfonds,56.4
2026-03-23,Euro Obligatiefonds,24.26
2026-03-23,Etappe Euro Obligatie­fonds,25.46
2026-03-23,Euro Mixfonds,37.46
2026-03-23,Zwitserleven Wereld Aandelenfonds,82.97
2026-03-23,Euro Aandelen­fonds,56.0
2026-03-23,Etappe Staatsobligaties 10+ Fonds,21.22
2026-03-23,Zwitserleven Kortlopend Obligatiefonds,6.04
2026-03-24,Zwitserleven PW Safetyfonds,107.86
2026-03-24,Zwitserleven PW Vastrentendfonds,19.24
2026-03-24,Zwitserleven PW Wereldbeheerfonds 3%,134.45
2026-03-24,Zwitserleven PW Vastrentendfonds Nederland 4%,19.7
2026-03-24,Zwitserleven PW Verzekerd Rendementfonds,14.53
2026-03-24,Zwitserleven PW Garantiefonds,13.0
2026-03-24,Zwitserleven PW Vastrentendfonds Nederland 3%,19.7
2026-03-24,Zwitserleven PW Garantie Plusfonds,17.67
2026-03-24,Zwitserleven PPI iShares Government Bond index Fund,49.37
2026-03-24,Zwitserleven PW Europees Beheer Fonds 4%,180.65
2026-03-24,Zwitserleven PW Europees Beheer Fonds 3%,178.8
2026-03-24,Zwitserleven PW Doorlopend Garantiefonds,13.21
2026-03-24,Zwitserleven PW Collectief Garantiefonds,19.6
2026-03-24,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,48.48
2026-03-24,Zwitserleven PPI Vanguard Small Cap Fund,52.16
2026-03-24,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.49
2026-03-24,Zwitserleven PW Wereldbeheerfonds 4%,135.66
2026-03-24,Zwitserleven PW Garandement,15.66
2026-03-24,Zwitserleven RendementsGarantie 1%,23.16
2026-03-24,Zwitserleven RZL Wereld Aandelenfonds,58.48
2026-03-24,Zwitserleven RZL Amerika Aandelenfonds,87.2
2026-03-24,Zwitserleven Wereld Aandelenfonds,83.01
2026-03-24,Zwitser­leven PPI Geldmarkt­fonds,50.5
2026-03-24,Zwitserleven VP Selectie,9.99
2026-03-24,Zwitserleven VP Obligatie,8.73
2026-03-24,Zwitserleven VP Credits Hypothekenmix,9.93
